item name中文,model name中文,price,image url,product link,二级类目,三级类目,四级类目,邀请码,model id,final_1688_link,price judge,销售优先级,itemid,最大价格,销售优先级,该款式有sku数,是否有高价品加投资源,是否为重抛货,是否重点招募
HIET LED 面板 T 型杆嵌入式和表面安装式吸顶灯有 3 种型号和 3 种尺寸可供选择：48W (60x60 厘米)、96W (60x120 厘米)。,96W.60x120 表面安装式日间行车灯,107.5,https://cf.shopee.co.th/file/th-11134207-7rask-m5nwgkyepkiyaf,http://shopee.co.th/product/52397163/28907115997,灯光,室内固定照明-其他,筒灯/射灯/镶嵌灯/轨道灯/壁灯/镜前灯/橱窗灯,IVCN202608208063,1.97819E+11,https://detail.1688.com/offer/938010700809.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,28907115997,107.5,高销售优先级,2,是,否,是
500毫升/650毫升/750毫升/1000毫升长方形一次性塑料食品容器（25套）,FR750ml X25套±,8.15,https://cf.shopee.com.my/file/my-11134207-820ld-mj5gm1zfvpxd33,http://shopee.com.my/product/202332340/11668330041,派对用品,一次性餐具,,IVCN202608205827,67731642960,https://detail.1688.com/offer/907907554980.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,中销售优先级,11668330041,8.15,高销售优先级,1,否,否,是
【30年质保】12000W~25000W太阳能灯，白光，天黑自动亮起，防水。,MTX25000W，5米电源线。,93.9,https://cf.shopee.co.th/file/th-11134207-81zti-mhczx8po08pab7,http://shopee.co.th/product/290966530/4087516791,灯光,太阳能灯,太阳能投光灯,IVCN202608205445,1.78774E+11,https://detail.1688.com/offer/891554101003.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b5ecd17743424854207849e0da7&token=kyvfgaod4y9a8TVgc%2BR1kS6PLpvDExFxD0kK9750KSTjpRh0uafwxkHFuZfS42wH,P0,高销售优先级,4087516791,93.9,高销售优先级,3,是,否,是
360°旋转LED吊扇灯，3种颜色，6档风速，带夜灯/定时器/APP控制，配备遥控器,360°旋转 16,171.45,https://cf.shopee.ph/file/ph-11134207-7rask-m7kqwzhyq3i17d,http://shopee.ph/product/1135364852/19796515489,灯光,室内固定照明-天花板灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN202608206909,1.28264E+11,https://detail.1688.com/offer/743077826529.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,19796515489,171.45,高销售优先级,1,是,是,是
💥新款，大号💥 33厘米创意小夜灯，桌面装饰，家居装饰，蜡笔小新，生日礼物,红色 - 35厘米,41.99,https://cf.shopee.co.th/file/sg-11134201-7rdy2-mcg7ezippdpz29,http://shopee.co.th/product/238700847/42659307124,灯光,室内移动照明,台灯/落地灯/夹子灯/学习灯/小夜灯,IVCN202608204407,2.24363E+11,https://detail.1688.com/offer/886235714672.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A21360a2e17738890092157840e1187&token=73EZktjdPA4gvY38oAl5E8jRYYsbXFwgqRgtTw7oYQXKg5Tl9VVew0Ojt6FeaUp0&tracelog=cps&clickid=c60bcd0db774e3ff6eadd901706a5bbc&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B6C95A96BCF80231660FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B14332C220DFC74CCA96465A384E71FAF9572767A8FF7C5B51D77B6CD8B69E190C348394BC3CC3C62B9992F8828C4BE8920B8ED88328BB956CE501C22945767A2587FBF0D56AB42433C168F6A770FFAF4D17DC5DE9488D41DAB6F9AAD26DA70C308FFBF8A1670915BAC2C2A6D545320CF038E3F83262F92B0EBF2302C529720942558ADB9087E3BD6D%26cbu_cps_trace_flag%3Dwrite,P0,高销售优先级,42659307124,41.99,高销售优先级,1,是,否,是
18寸花盆中心装饰花盆，适用于生日派对，配有支架和气球架,无色，18A,18.48,https://cf.shopee.com.br/file/br-11134207-7r98o-md6aa7ysm1vl04,http://shopee.com.br/product/523856250/23694303290,派对用品,气球,,IVCN202608205947,1.7972E+11,https://detail.1688.com/offer/822157565147.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2146938717606071894343971e1026&token=QuYGbdTIaxuNwqaxz8ZC6KEHAKFFCtaVuqHpi6xVNpIw39MCCLdIUg74mz%2Fy2Z1U,P0,高销售优先级,23694303290,18.48,高销售优先级,1,是,否,是
朗东LED触摸台灯 - 型号：RD-RL-36,粉橙色，8瓦,16.51,https://cf.shopee.vn/file/vn-11134207-81ztc-mpkwhyf1d6o3a2,http://shopee.vn/product/815653822/18227668415,灯光,室内移动照明,台灯/落地灯/夹子灯/学习灯/小夜灯,IVCN202608205137,2.8104E+11,https://detail.1688.com/offer/628493976015.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i41&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P1,中高销售优先级,18227668415,16.51,高销售优先级,1,是,否,是
300瓦太阳能灯，超亮太阳能钻石灯泡，整夜发光,灯泡 300w_5054(45x35),64.82,https://cf.shopee.vn/file/vn-11134207-81ztc-mmpxirw4f7k870,http://shopee.vn/product/238382035/13639947948,灯光,太阳能灯,太阳能灯泡/灯管,IVCN202608207275,4.15655E+11,https://detail.1688.com/offer/719062329766.html?spm=a26352.b28411319/2508.0.0,P1,高销售优先级,13639947948,64.82,高销售优先级,1,是,否,是
DP15.200/FL1200 北泽200W太阳能泛光灯,1 套灯具,116.49,https://cf.shopee.vn/file/vn-11134207-7ra0g-m6pjlsaq4k0o97,http://shopee.vn/product/1190304280/24116421124,灯光,太阳能灯,太阳能投光灯,IVCN202608204609,2.75232E+11,https://detail.1688.com/offer/987142014245.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23down-vn.img.susercontent.com&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,24116421124,116.49,高销售优先级,1,是,否,是
纤细圣诞树 - 各种尺寸 - 大型和饱满型,150万,87.63,https://cf.shopee.com.br/file/br-11134207-820mf-mok464rz45j7c4,http://shopee.com.br/product/1043951832/22994144653,派对用品,其他的,,IVCN202608207209,2.09608E+11,https://detail.1688.com/offer/973786331439.html?spm=a26352.b28411319.offerlist.1.30431e62VFCTp2,P0,高销售优先级,22994144653,87.63,高销售优先级,1,是,否,是
🔥新品🔥飞利浦 LS161 LED 灯条 5 米 8.5W 13W 3000K/4000K LED 驱动变压器 30W 60W 120W 180W 电源,LS161 - 13W WW🟠,41.66,https://cf.shopee.com.my/file/my-11134207-820la-mjqi2mtc70udaa,http://shopee.com.my/product/155109231/26412478936,灯光,装饰圆形灯,灯串/灯带/窗帘灯/装饰灯/舞台,IVCN202608205245,1.58809E+11,https://detail.1688.com/offer/800838073191.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=1a23efa489cc4fb080e1e11317af890b&sessionid=ed5323e54575059fc304fbf275804371,P1,高销售优先级,26412478936,41.66,高销售优先级,2,是,否,是
婚礼请柬、教父母、我愿意、2个金色玻璃高脚杯,蓝色花朵,24.93,https://cf.shopee.com.br/file/sg-11134201-22110-ocplzls7phjvc2,http://shopee.com.br/product/757990013/14887033625,派对用品,牌,,IVCN202608206025,1.65006E+11,https://detail.1688.com/offer/848949194887.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21078f4d17496974360907420e19a2&token=q9fB77jNh5kIn4MePt%2Bl7FxigrzyD1iXQhPMRXREZK7h2mV%2FT7GOopuCZ36eI8aY,P1,高销售优先级,14887033625,24.93,高销售优先级,2,是,否,是
圆形木质LED吸顶灯，表面安装，现代风格，适用于客厅或卧室，Freijó Wood,3000K 暖白光,33.74,https://cf.shopee.com.br/file/br-11134207-820lf-mq69jtfwf20x86,http://shopee.com.br/product/330028639/20097615910,灯光,室内固定照明-天花板灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN202608204399,1.8916E+11,https://detail.1688.com/offer/1050625508617.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,20097615910,33.74,高销售优先级,1,是,否,是
YUDI落地灯，复古Skyshow®柱灯。,尤迪·杜拉多/贝格,184.88,https://cf.shopee.com.br/file/br-11134207-81z1k-mdw01twyjri8e8,http://shopee.com.br/product/341618597/18698963786,灯光,室内移动照明,台灯/落地灯/夹子灯/学习灯/小夜灯,IVCN202608205521,1.59546E+11,https://detail.1688.com/offer/858441353732.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21080f7717833042996178475e102b&token=QAHFDfVaOGsdwjRC%2FIMRLd9%2BBM3s8l%2F4S9mJpDL17D8JVQy6BreCxReXi22zPci5,P1,高销售优先级,18698963786,184.88,高销售优先级,1,是,否,是
落地灯 1.74米 拱形吊灯 金属材质 适用于客厅 卧室 办公室 米色 (0020),落地灯 1.74米 拱形吊灯 金属材质 适用于客厅 卧室 办公室 米色 (0020),89.91,https://cf.shopee.com.br/file/br-11134207-81ztc-mjefljwc6d4y27,http://shopee.com.br/product/626871159/58253140855,灯光,室内移动照明,台灯/落地灯/夹子灯/学习灯/小夜灯,IVCN202608203721,2.29436E+11,https://detail.1688.com/offer/836546105427.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2108837b17709661463877061e0ec6&token=I1McLIplgYPzyZLgyhXA9CNUg1NhmepB%2FBbdhq4S2UlvYcGWjUvKDD%2BOeYQezTOJ,P1,高销售优先级,58253140855,89.91,高销售优先级,1,是,否,是
4个装表面安装式LED射灯，适用于屋檐，5瓦，黑色，暖白光3000K，双电压,4个装表面安装式LED射灯，适用于屋檐，5瓦，黑色，暖白光3000K，双电压,44.79,https://cf.shopee.com.br/file/br-11134207-7r98o-lvan3o9q3qjr47,http://shopee.com.br/product/584382977/20399255748,灯光,室内固定照明-其他,筒灯/射灯/镶嵌灯/轨道灯/壁灯/镜前灯/橱窗灯,IVCN202608208433,1.39645E+11,https://detail.1688.com/offer/849301081666.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,20399255748,44.79,高销售优先级,1,是,否,是
魔法家居壁灯工业复古卧室户外楼梯阳台复古壁灯,黑色*2,26.88,https://cf.shopee.ph/file/ph-11134207-7rasl-m8acfx8klril92,http://shopee.ph/product/367608877/8694417893,灯光,室内固定照明-其他,筒灯/射灯/镶嵌灯/轨道灯/壁灯/镜前灯/橱窗灯,IVCN202608206845,1.39317E+11,https://detail.1688.com/offer/854576643548.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,8694417893,26.88,高销售优先级,1,是,是,是
5支轨道灯组合，含1.5米轨道 - 10瓦/12瓦/20瓦/30瓦灯管，适用于店铺装饰和照片照明,30瓦白色，中性外壳,40.13,https://cf.shopee.vn/file/vn-11134207-7r98o-lv2zlvuvjto9bf,http://shopee.vn/product/330839479/25510055658,灯光,室内固定照明-其他,筒灯/射灯/镶嵌灯/轨道灯/壁灯/镜前灯/橱窗灯,IVCN202608205825,2.40257E+11,https://detail.1688.com/offer/1007897729778.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,25510055658,40.13,高销售优先级,4,是,否,是
落地灯，房间装饰灯，大理石底座，弧形设计，现代，奢华，房间装饰 xd,S 150-180厘米,94.82,https://cf.shopee.co.th/file/th-11134207-81zto-mn3wmkb5uzgl84,http://shopee.co.th/product/1317758357/44758948640,灯光,室内移动照明,台灯/落地灯/夹子灯/学习灯/小夜灯,IVCN202608207751,2.34676E+11,https://detail.1688.com/offer/952896692466.html?spm=a26352.b28411319/2508.0.0,P0,高销售优先级,44758948640,94.82,高销售优先级,1,是,否,是
Ofeel 四合一 IP67 太阳能 LED 泛光灯，带独立面板，高功率，适用于花园、车库、庭院和户外区域,20000W升级版，1件套,62.16,https://cf.shopee.com.br/file/br-11134207-820md-moj5kjwhrkzp00,http://shopee.com.br/product/1675758722/58261975628,灯光,太阳能灯,太阳能投光灯,IVCN202608206505,1.59555E+11,https://detail.1688.com/offer/851337553827.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,58261975628,62.16,高销售优先级,1,是,否,是
IWACHI 36W 50W 60W 80W LED线性吸顶灯（白光） - 批发价。,80瓦,37.67,https://cf.shopee.co.th/file/th-11134207-7qul0-lfew91imvdf2bf,http://shopee.co.th/product/162650200/22837844116,灯光,室内固定照明-天花板灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN202608205857,1.84186E+11,https://detail.1688.com/offer/711874015032.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2108837b17823752801354364e0f1c&token=XJK9jOANfT2%2FoB%2FT2oHPNMfmC8BVK8MieUd5nyraIa%2FTWvaaDcn6KufvuYpoyNch,P1,中高销售优先级,22837844116,37.67,高销售优先级,1,是,否,是
矩形拱形派对背景幕布，可拆卸，2.20 x 1.50,金的,68.46,https://cf.shopee.com.br/file/br-11134207-7r98o-m0uypapy11tjfd,http://shopee.com.br/product/727255671/23892990204,派对用品,背景幕布和横幅,,IVCN202608208407,1.4978E+11,#N/A,P2,中高销售优先级,23892990204,68.46,高销售优先级,1,是,否,是
LUCIAE 水下照明，1200流明 IPX8 防水潜水手电筒，可潜水强光 L2,黄色的,153.77,https://cf.shopee.com.br/file/sg-11134201-7rdwp-mdr2twawsgro9a,http://shopee.com.br/product/432183016/26740508970,灯光,户外出行灯,头灯/手电筒/电棒灯/便携灯/露营灯/应急灯,IVCN202608205731,2.8126E+11,https://detail.1688.com/offer/679531993918.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i8&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,26740508970,153.77,高销售优先级,1,是,否,是
Qimedo S14 LED乒乓球灯，复古风格灯泡，室内/室外，玻璃球，圣诞灯，花园插地灯，花园装饰，乒乓球灯，派对灯。,30米 30个灯泡-插头,168.92,https://cf.shopee.co.th/file/th-11134207-7rasf-m6gtq09z12owf8,http://shopee.co.th/product/1218921017/27076813451,灯光,户外景观与庭院照明,庭院立灯/景观灯/地面安装灯/建筑投影灯/建筑安装灯,IVCN202608204317,2.27397E+11,https://detail.1688.com/offer/993301170810.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,27076813451,168.92,高销售优先级,3,是,否,是
迷你RGB蓝牙兼容控制器音乐LED灯带控制器，适用于RGB灯带，可通过智能APP控制，支持DC 5V/12V/24V LED灯带。,USB 5V,4.41,https://cf.shopee.ph/file/sg-11134201-7rd6s-lvso60f53vjwd5,http://shopee.ph/product/272922694/27051067575,灯光,灯具配件,灯带配件/控制器,没发邀请码,2.50902E+11,https://detail.1688.com/offer/649198196232.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2108837b17492059706622061e1494&token=FzXb6c79JOHe14XeW5uM1Y0TDNOVCkW51J4N69YdCKG5%2Btj1wMtwiB9i%2Ba5DNkR1,P0,中销售优先级,27051067575,4.41,高销售优先级,1,否,否,是
奢华琥珀水晶吊灯，18臂,奢华琥珀水晶吊灯，18臂,780.53,https://cf.shopee.com.br/file/br-11134207-820m6-mr7idla002dj92,http://shopee.com.br/product/1677172495/58251497273,灯光,室内固定照明-水晶灯,水晶灯,IVCN202608205057,1.89615E+11,https://detail.1688.com/offer/956451969690.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i33&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,58251497273,780.53,高销售优先级,1,是,否,是
11至20米长的5050 LED灯带，带连接器，冷白光或暖白光，110V或220V,暖白光 110伏，20米,29.54,https://cf.shopee.com.br/file/br-11134207-7r98o-lztn9tfvcg45e0,http://shopee.com.br/product/448604869/21497796774,灯光,装饰圆形灯,灯串/灯带/窗帘灯/装饰灯/舞台,IVCN202608206513,1.59541E+11,https://detail.1688.com/offer/728405811292.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,21497796774,29.54,高销售优先级,1,是,否,是
现代LED吊灯，89瓦，金色，带遥控器，60厘米,现代LED吊灯，89瓦，金色，带遥控器，60厘米,100.8,https://cf.shopee.com.br/file/br-11134201-820ls-mqxcy5epkdtyd7,http://shopee.com.br/product/958568028/18274918379,灯光,室内固定照明-天花板灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN202608206013,2.13976E+11,https://detail.1688.com/offer/974487077929.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bb405a417833043416263235e0d55&token=7QLjLru48Nykofeo539VCdK8%2F586CaCuAGz32QZ46U6T8nWMx2jvjMo25tQNyJUk,P1,高销售优先级,18274918379,100.8,高销售优先级,1,是,否,是
太阳能壁灯，2-10个套装，防水(IP65)，暖白光，6、8或10个LED灯珠,6 个 LED，套件 10 和,113.01,https://cf.shopee.com.br/file/cn-11134207-820l4-mf95fxd5105q34,http://shopee.com.br/product/1584386106/29993124923,灯光,太阳能灯,太阳能壁灯,IVCN202608203841,3.4095E+11,https://detail.1688.com/offer/947629456946.html?spm=a26352.b28411319%2F2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=0eab4879603c4c2f8efad4416c313589&sessionid=97a52103adc04dddac6c5a1812326bc9&version=0,P0,高销售优先级,29993124923,113.01,高销售优先级,11,是,否,是
泳池照明套装，含电源、2 个 18W 超亮 LED 灯 + RGB 模块,泳池照明套装，含电源、2 个 18W 超亮 LED 灯 + RGB 模块,60.92,https://cf.shopee.com.br/file/br-11134207-7r98o-m1ealag5rqv432,http://shopee.com.br/product/405539356/16986485126,灯光,功能灯,功能灯,IVCN202608206053,1.74625E+11,#N/A,P2,高销售优先级,16986485126,60.92,高销售优先级,1,是,否,是
户外灯串，25米，含黄色LED灯泡，另有20米、15米、10米、5米可选，灯串（雨天灯串）,25米，110伏,86.42,https://cf.shopee.com.br/file/br-11134207-7r98o-m5wun1t8lx2q6f,http://shopee.com.br/product/414263712/23893215470,灯光,装饰圆形灯,灯串/灯带/窗帘灯/装饰灯/舞台,IVCN202608208415,2.09171E+11,https://detail.1688.com/offer/949055152625.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,23893215470,86.42,高销售优先级,1,是,否,是
GeeParty - 恐龙图案乳胶气球套装（10/20个，30厘米），适合儿童派对,20件,14.1,https://cf.shopee.com.br/file/cn-11134207-7ras8-m6p6ug4qsxajef,http://shopee.com.br/product/1388464725/27374563969,派对用品,气球,,IVCN202608205777,2.18251E+11,https://detail.1688.com/offer/918600029078.html?kj_agent_plugin=aliprice&fromkv=xytTrace:213cb6b517586889171872259e0d44&token=3MQ%2F9ikCMadFUFOd2qPvLbqIEqCtpXSIQBvtzKUWchcVJ7N9im1mIiJLqoBAUp%2BI,P0,中高销售优先级,27374563969,14.1,高销售优先级,2,是,否,是
智能电视背光 5米显示器同步 LED 灯带 RGBIC APP+遥控器 家居派对装饰照明,智能电视背光 5米显示器同步 LED 灯带 RGBIC APP+遥控器 家居派对装饰照明,91.97,https://cf.shopee.sg/file/cn-11134207-820l4-moif5zbfo1e729,http://shopee.sg/product/914656592/46360945433,灯光,装饰圆形灯,灯串/灯带/窗帘灯/装饰灯/舞台,IVCN202608203987,4.30953E+11,https://detail.1688.com/offer/988944611773.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21080f7717851344621244086e0d3c&token=1pqD0dGVYGzjBxwciYg%2Fii0cw%2FcEvs7pZ11j4EO13u0pFMp9msfa6wZZL4qtZ7sS,P1,高销售优先级,46360945433,91.97,高销售优先级,1,是,否,是
摇头聚光LED灯 60W 8色+8种图案+LED灯条,摇头聚光LED灯 60W 8色+8种图案+LED灯条,316.42,https://cf.shopee.com.br/file/br-11134207-7r98o-m7w7lir8ipldef,http://shopee.com.br/product/358041226/18468382338,灯光,装饰圆形灯,灯串/灯带/窗帘灯/装饰灯/舞台,IVCN202608205367,1.93528E+11,https://detail.1688.com/offer/959961470417.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b5681be17833039819302972e0c30&token=fJLaCVM%2Fxyx5Jwad4gfLS4Y%2F2255sazy6fFTX1V3tqADz5ZhFUwYiYjDooPd34ef,P0,高销售优先级,18468382338,316.42,高销售优先级,1,是,否,是
30个弹力球 + 30个粘性史莱姆，适用于派对套装、生日礼物、展会/展示活动,30个弹力球 + 30个粘性史莱姆，适用于派对套装、生日礼物、展会/展示活动,41.88,https://cf.shopee.com.br/file/br-11134207-7r98o-lkzbedzs3r3n24,http://shopee.com.br/product/1045133925/22992241106,派对用品,其他的,,IVCN202608207173,1.99585E+11,https://detail.1688.com/offer/568200220403.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=ea085bfaa51a2bb6909c8b24ccbb22ef&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDC37762BA86E8C36A7A15AC8151A12233C8366EC9DC99FFEBEB615EC79C8F904FA7EEF6D6099BA67CE089F770C23C101B707DBD702836F291E06094C76B16188CEF236F7E83233E03A8CE0103C97A208934B6AA3958573B05A91F5CCBF85D72E89817EA04D51C50AF8C6C309AE332C3B2BA2A9C6C9654DA301F8FE3C608716AA33C20B38BD0D7941DF%26cbu_cps_trace_flag%3Dwrite,P1,高销售优先级,22992241106,41.88,高销售优先级,1,是,否,是
现代金色吊灯，75厘米，3灯颜色可选，多种款式，适用于客厅，110-220伏电压,A款/金色（220V）,94.03,https://cf.shopee.com.br/file/br-11134207-820lu-moxuskaltpmte1,http://shopee.com.br/product/1613316522/22598933639,灯光,室内固定照明-天花板灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN202608206567,2.09612E+11,https://detail.1688.com/offer/1029672955156.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,22598933639,94.03,高销售优先级,1,是,否,是
10套个性化绘画套装/画盒 - 生日派对礼品（我们制作各种主题）,10套个性化绘画套装/画盒 - 生日派对礼品（我们制作各种主题）,55.94,https://cf.shopee.com.br/file/br-11134207-820ld-mn1s7lpms8hs74,http://shopee.com.br/product/321854862/8502555355,派对用品,其他的,,IVCN202608208551,62325092911,https://detail.1688.com/offer/728247848883.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b969a17506610149775712e1b98&token=p7n7th8w%2BbUHkKdKF%2B8yyC4Fc3wdr%2B7C7ddgy6BhlyYplJ%2FOa2fyCGOeqxsDKCxw,P1,高销售优先级,8502555355,55.94,高销售优先级,1,是,否,是
Qimedo S14 LED乒乓球灯，复古风格灯泡，室内/室外，玻璃球，圣诞灯，花园插地灯，花园装饰，乒乓球灯，派对灯。,15米 15个灯泡-插头,81.6,https://cf.shopee.co.th/file/th-11134207-7rash-m6gtpsqc16g090,http://shopee.co.th/product/1218921017/27076813451,灯光,户外景观与庭院照明,庭院立灯/景观灯/地面安装灯/建筑投影灯/建筑安装灯,IVCN202608204317,2.27397E+11,https://detail.1688.com/offer/789901773939.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,高销售优先级,27076813451,81.6,高销售优先级,3,是,否,是
一套20个灯线/灯笼，直径1.20厘米，带黑色开关,一套20个灯线/灯笼，直径1.20厘米，带黑色开关,32.56,https://cf.shopee.com.br/file/br-11134201-22120-uuhezqn4rmlv48,http://shopee.com.br/product/442416366/23914781484,灯光,灯具配件,灯带配件/控制器,IVCN202608205813,1.27306E+11,https://detail.1688.com/offer/1029709644869.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,23914781484,32.56,高销售优先级,1,是,否,是
BOSCA 200W IP67 太阳能泛光灯，带遥控器和电池指示灯 BS-T200,BOSCA 200W IP67 太阳能泛光灯，带遥控器和电池指示灯 BS-T200,78,https://cf.shopee.ph/file/4c814d846709000cff97be033c2dee10,http://shopee.ph/product/44261156/21037992270,灯光,太阳能灯,太阳能投光灯,IVCN202608207973,2.11939E+11,https://detail.1688.com/offer/746643237385.html?fromkv=cbuPcPlugin:imageSearchDrawer&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,21037992270,78,高销售优先级,1,是,是,是
Quantum Bar 240W面板灯，采用原装Master Plants芯片，LED植物生长灯Qb全光谱，适用于室内种植,Quantum Bar 240W面板灯，采用原装Master Plants芯片，LED植物生长灯Qb全光谱，适用于室内种植,841.62,https://cf.shopee.com.br/file/br-11134207-820lv-mqw2uh30zv2cca,http://shopee.com.br/product/453443590/20599581683,灯光,功能灯,功能灯,IVCN202608207093,1.59782E+11,https://detail.1688.com/offer/967109074627.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i14&source=action%23offerItem%3Borigin%23down-br.img.susercontent.com&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,20599581683,841.62,高销售优先级,1,是,否,是
方形LED吸顶灯，双电压，三色，双中心灯，吊灯,A款/白色（110V-220V）,97.38,https://cf.shopee.com.br/file/br-11134207-81z1k-mfxrrjsltekncd,http://shopee.com.br/product/1267134569/19098335546,灯光,室内固定照明-天花板灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN202608204089,1.89613E+11,https://detail.1688.com/offer/807023183342.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=62ab96284e344293aeb567481066c89a&sessionid=f45f2579e6b355e4a0a119739d3760a8,P1,高销售优先级,19098335546,97.38,高销售优先级,2,是,否,是
商店/生日入口拱门,熨斗与静电涂料,82.62,https://cf.shopee.com.br/file/br-11134207-7r98o-mcg7u0p5u0o04e,http://shopee.com.br/product/451379819/23298739162,派对用品,其他的,,IVCN202608207535,1.8961E+11,https://detail.1688.com/offer/807489968354.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b9de517612789267257946e0e48&token=k3R9oSZ5dLuStOoMXeXb4DECtmc5hNENHH1JsdkJ0JwMd6yWW57FabIPxnxxKb3U,P1,高销售优先级,23298739162,82.62,高销售优先级,1,是,否,是
